r016,r013,instructions,cycles,gr3d,gr3d_freq,emc,emc_freq
146330701,1238569665,2746897133,4644183463,0,140,1,1866
131981698,1015366236,2241144286,4166929928,0,140,1,1866
176296176,1500086913,3201635501,5816210306,0,140,2,1866
213932411,1787904997,3914134938,7152546779,0,140,3,1866
211064905,1797291314,3882317328,7078985992,0,140,3,1866
196490177,1601027749,3479058040,6457113165,0,140,4,1866
179415679,1599504299,3932897318,6316445776,0,140,4,1866
164762188,1437143478,3227124737,5228770263,0,140,4,1866
199744961,1569904352,3529489497,6319856932,0,140,3,1866
191505277,1906721009,4541898207,6785015538,0,140,3,1866
140328847,1627409609,4221239108,5779058099,0,140,3,1866
192400438,1812551514,4082360862,6475405940,0,140,3,1866
122687284,1152938569,2871831233,4158238214,0,140,3,1866
171213300,1868429050,5120421959,6859219744,0,140,3,1866
207215753,1516916064,3283784691,6133856852,0,140,3,1866
186321521,1608562674,3678555084,6253766995,0,140,3,1866
118925971,978852965,2262921429,3854637060,0,140,3,1866
139782103,1138282391,2505235715,4470964503,0,140,3,1866
116181007,1008652080,2289326262,3927536507,0,140,3,1866
116048724,977856559,2194582755,3948217234,0,140,3,1866
164346821,1364492649,3021411106,5662411205,0,140,3,1866
261348742,1735134490,3949813432,7036523262,0,140,3,1866
159793567,1311287109,3044111300,5480127813,0,140,3,1866
137134856,936036126,2073456015,4136016540,0,140,3,1866
202646066,1402986037,3120012052,6426803261,0,140,3,1866
271034980,1717429230,3891057120,7114054182,0,140,3,1866
110566552,972595630,2229020903,3655996262,0,140,3,1866
